"","iso2c","country","year","fertility.rate","life.expectancy","population","GDP.per.capita.Current.USD","15.to.25.yr.female.literacy","iso3c","region","capital","longitude","latitude","income","lending"
"2967","DM","Dominica",2011,NA,NA,71401,6673.23554447572,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"2968","DM","Dominica",2012,NA,NA,71684,6691.01640895122,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"2969","DO","Dominican Republic",1960,7.555,51.790756097561,3311788,203.032242401989,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2970","DO","Dominican Republic",1961,7.488,52.5177317073171,3424702,190.994766843947,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2971","DO","Dominican Republic",1962,7.404,53.232243902439,3540319,232.775625021361,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2972","DO","Dominican Republic",1963,7.304,53.9332682926829,3658264,257.171125976693,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2973","DO","Dominican Republic",1964,7.187,54.6213170731707,3778110,271.458446683659,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2974","DO","Dominican Republic",1965,7.054,55.2943414634146,3899504,227.746905247437,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2975","DO","Dominican Republic",1966,6.904,55.9543170731707,4022212,244.616651732927,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2976","DO","Dominican Republic",1967,6.739,56.5992195121951,4146104,249.583705570338,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2977","DO","Dominican Republic",1968,6.562,57.2300487804878,4271065,252.653619647559,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2978","DO","Dominican Republic",1969,6.376,57.8433170731707,4397027,279.848171958007,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2979","DO","Dominican Republic",1970,6.182,58.4365853658537,4523917,328.343792337481,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2980","DO","Dominican Republic",1971,5.983,59.0063902439024,4651703,358.234392866441,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2981","DO","Dominican Republic",1972,5.782,59.5522682926829,4780283,415.728518165138,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2982","DO","Dominican Republic",1973,5.58,60.0717804878049,4909454,477.588730640923,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2983","DO","Dominican Republic",1974,5.383,60.5663902439024,5038976,580.594152462723,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2984","DO","Dominican Republic",1975,5.193,61.0320975609756,5168720,696.361980529028,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2985","DO","Dominican Republic",1976,5.014,61.4673658536585,5298530,745.753998939328,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2986","DO","Dominican Republic",1977,4.848,61.8746097560976,5428547,844.99593721856,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2987","DO","Dominican Republic",1978,4.693,62.2597804878049,5559298,858.813468894814,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2988","DO","Dominican Republic",1979,4.552,62.6318292682927,5691517,966.139629908863,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2989","DO","Dominican Republic",1980,4.422,63.0011951219512,5825715,1138.22939570508,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2990","DO","Dominican Republic",1981,4.302,63.3813414634146,5962066,1218.87275451161,83.93852604,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2991","DO","Dominican Republic",1982,4.19,63.7797317073171,6100385,1305.49141668927,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2992","DO","Dominican Republic",1983,4.082,64.2024390243903,6240380,1381.64665100523,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2993","DO","Dominican Republic",1984,3.978,64.6514634146342,6381602,1618.77844215293,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2994","DO","Dominican Republic",1985,3.878,65.1303170731707,6523696,773.270238017117,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2995","DO","Dominican Republic",1986,3.783,65.6355365853659,6666429,918.351978260907,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2996","DO","Dominican Republic",1987,3.695,66.1581951219512,6809797,855.686425474301,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2997","DO","Dominican Republic",1988,3.613,66.6848536585366,6953918,772.844926916036,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2998","DO","Dominican Republic",1989,3.537,67.2051463414634,7099011,941.904826857414,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"2999","DO","Dominican Republic",1990,3.466,67.7041951219512,7245127,976.335504069615,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3000","DO","Dominican Republic",1991,3.397,68.1671463414634,7392389,1315.45823949746,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3001","DO","Dominican Republic",1992,3.33,68.5885365853659,7540421,1495.63194640574,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3002","DO","Dominican Republic",1993,3.262,68.9648780487805,7688196,1687.83522168269,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3003","DO","Dominican Republic",1994,3.195,69.2971219512195,7834359,1852.24278344086,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3004","DO","Dominican Republic",1995,3.13,69.5917317073171,7977966,2050.45949356402,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3005","DO","Dominican Republic",1996,3.069,69.8596097560976,8118570,2233.37521270717,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3006","DO","Dominican Republic",1997,3.014,70.1156097560976,8256496,2373.095063966,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3007","DO","Dominican Republic",1998,2.966,70.3715609756098,8392534,2522.62737307359,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3008","DO","Dominican Republic",1999,2.926,70.6308292682927,8527881,2545.65479857474,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3009","DO","Dominican Republic",2000,2.892,70.8937073170732,8663421,2769.8823219873,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3010","DO","Dominican Republic",2001,2.863,71.1545365853659,8799298,2829.19244639114,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3011","DO","Dominican Republic",2002,2.836,71.4053170731707,8935261,2973.65714541478,95.41704589,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3012","DO","Dominican Republic",2003,2.809,71.6406097560976,9071318,2344.5339196874,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3013","DO","Dominican Republic",2004,2.781,71.863,9207389,2393.64629972246,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3014","DO","Dominican Republic",2005,2.752,72.0766829268293,9343362,3639.37882359089,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3015","DO","Dominican Republic",2006,2.72,72.2879268292683,9479269,3787.45347174399,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3016","DO","Dominican Republic",2007,2.686,72.5044634146342,9615015,4287.80070096768,96.93072916,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3017","DO","Dominican Republic",2008,2.651,72.7289512195122,9750195,4688.35527804882,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3018","DO","Dominican Republic",2009,2.615,72.9619756097561,9884265,4725.70744365788,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3019","DO","Dominican Republic",2010,2.58,73.2000243902439,10016797,5156.7285201281,97.88348685,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3020","DO","Dominican Republic",2011,2.544,73.437512195122,10147598,5485.88470553734,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3021","DO","Dominican Republic",2012,NA,NA,10276621,5736.44188938666,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"3022","DZ","Algeria",1960,7.329,46.9853902439025,11277757,241.505258572595,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3023","DZ","Algeria",1961,7.348,47.5183658536585,11560650,210.60812897833,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3024","DZ","Algeria",1962,7.364,48.0688536585366,11844928,168.971971698248,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3025","DZ","Algeria",1963,7.376,48.6398292682927,12136371,222.719296396266,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3026","DZ","Algeria",1964,7.384,49.2308048780488,12443175,233.810109937585,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3027","DZ","Algeria",1965,7.388,49.8382926829268,12771084,245.576991361758,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3028","DZ","Algeria",1966,7.39,50.4543414634146,13122912,231.645176638319,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3029","DZ","Algeria",1967,7.392,51.0729268292683,13496577,249.757435617607,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3030","DZ","Algeria",1968,7.394,51.6895853658537,13887045,277.391418609577,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3031","DZ","Algeria",1969,7.396,52.3027804878049,14286826,297.984545933691,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3032","DZ","Algeria",1970,7.398,52.9180243902439,14690855,331.055446210143,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3033","DZ","Algeria",1971,7.398,53.5412926829268,15098212,336.279708489278,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3034","DZ","Algeria",1972,7.394,54.1790731707317,15511892,435.909847986962,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3035","DZ","Algeria",1973,7.384,54.8353170731707,15935594,546.895592886849,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3036","DZ","Algeria",1974,7.364,55.509512195122,16374671,806.716285786088,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3037","DZ","Algeria",1975,7.332,56.1955609756098,16833516,924.223701861674,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3038","DZ","Algeria",1976,7.284,56.8833902439024,17311457,1024.08181964372,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3039","DZ","Algeria",1977,7.22,57.5654878048781,17808536,1177.63195486617,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3040","DZ","Algeria",1978,7.138,58.2408780487805,18330535,1438.2827164955,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3041","DZ","Algeria",1979,7.035,58.9140731707317,18884689,1760.33724142227,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3042","DZ","Algeria",1980,6.909,59.6036829268293,19475204,2174.31746992706,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3043","DZ","Algeria",1981,6.757,60.3363170731707,20103931,2205.97010226921,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3044","DZ","Algeria",1982,6.58,61.1255609756098,20766568,2176.91679568176,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3045","DZ","Algeria",1983,6.38,61.968512195122,21453278,2274.77461614737,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3046","DZ","Algeria",1984,6.161,62.8491707317073,22150483,2424.24873184853,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3047","DZ","Algeria",1985,5.928,63.736,22847437,2535.85851741111,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3048","DZ","Algeria",1986,5.686,64.5879512195122,23539383,2705.94603032037,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3049","DZ","Algeria",1987,5.441,65.3669024390244,24225748,2755.0137601406,62.21148161,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3050","DZ","Algeria",1988,5.195,66.0462682926829,24904931,2372.58499197887,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3051","DZ","Algeria",1989,4.954,66.6150731707317,25576596,2175.09352276189,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3052","DZ","Algeria",1990,4.713,67.0717804878049,26239708,2364.54987875943,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3053","DZ","Algeria",1991,4.468,67.4289756097561,26893663,1699.85651058312,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3054","DZ","Algeria",1992,4.216,67.7191951219512,27535151,1743.34606877112,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3055","DZ","Algeria",1993,3.957,67.976,28157560,1773.82048306879,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3056","DZ","Algeria",1994,3.697,68.2178780487805,28752749,1479.60021499742,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3057","DZ","Algeria",1995,3.446,68.4658780487805,29315463,1424.64248422937,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3058","DZ","Algeria",1996,3.214,68.7344878048781,29845208,1572.83193698246,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3059","DZ","Algeria",1997,3.012,69.0256585365854,30345466,1587.64613767632,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3060","DZ","Algeria",1998,2.845,69.3383658536585,30820435,1563.50097349962,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3061","DZ","Algeria",1999,2.715,69.6730487804878,31276295,1555.19103253983,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3062","DZ","Algeria",2000,2.622,70.0241707317073,31719449,1727.33325088251,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3063","DZ","Algeria",2001,2.56,70.3811219512195,32150198,1716.34993960961,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3064","DZ","Algeria",2002,2.519,70.7299024390244,32572977,1751.54511938669,86.13399231,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3065","DZ","Algeria",2003,2.49,71.059,33003442,2060.95491619926,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3066","DZ","Algeria",2004,2.466,71.3649024390244,33461345,2540.66131316464,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3067","DZ","Algeria",2005,2.442,71.6461463414634,33960903,3013.43872144527,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3068","DZ","Algeria",2006,2.415,71.9052926829268,34507214,3395.50218468067,89.13823946,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3069","DZ","Algeria",2007,2.383,72.1509024390244,35097043,3869.3731641415,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3070","DZ","Algeria",2008,2.348,72.3890487804878,35725377,4786.21316220223,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3071","DZ","Algeria",2009,2.308,72.622756097561,36383302,3796.24559350595,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3072","DZ","Algeria",2010,2.264,72.8525365853659,37062820,4364.96170895208,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3073","DZ","Algeria",2011,2.217,73.0799024390244,37762962,5257.50078369479,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3074","DZ","Algeria",2012,NA,NA,38481705,5403.99922109558,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"3075","EC","Ecuador",1960,6.716,53.1200487804878,4514593,223.790955331419,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3076","EC","Ecuador",1961,6.715,53.7563658536585,4644682,210.802120700643,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3077","EC","Ecuador",1962,6.708,54.3500975609756,4779559,200.562056672637,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3078","EC","Ecuador",1963,6.695,54.891756097561,4919224,211.08809973201,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3079","EC","Ecuador",1964,6.672,55.3798292682927,5063645,228.323838272214,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3080","EC","Ecuador",1965,6.639,55.8198292682927,5212760,457.924066224367,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3081","EC","Ecuador",1966,6.592,56.2207804878049,5366554,452.675872414316,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3082","EC","Ecuador",1967,6.532,56.6017073170732,5524930,462.195193753147,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3083","EC","Ecuador",1968,6.46,56.9821219512195,5687634,453.999113548006,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3084","EC","Ecuador",1969,6.376,57.3705365853659,5854337,531.600221903932,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3085","EC","Ecuador",1970,6.282,57.7759268292683,6024764,475.12303718435,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3086","EC","Ecuador",1971,6.179,58.1997804878049,6198787,444.31600295756,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3087","EC","Ecuador",1972,6.07,58.6400731707317,6376333,499.65822594913,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3088","EC","Ecuador",1973,5.955,59.0947804878049,6557257,593.503587237984,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3089","EC","Ecuador",1974,5.838,59.5683902439024,6741417,978.912804384605,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3090","EC","Ecuador",1975,5.717,60.0643658536585,6928694,1115.89244045268,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3091","EC","Ecuador",1976,5.594,60.5871951219512,7119087,1277.11942624592,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3092","EC","Ecuador",1977,5.466,61.1363902439024,7312553,1507.86552788077,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3093","EC","Ecuador",1978,5.334,61.7104634146342,7508899,1587.78299863143,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3094","EC","Ecuador",1979,5.198,62.3059512195122,7707895,1839.0450320843,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3095","EC","Ecuador",1980,5.059,62.9199268292683,7909432,2260.78366725681,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3096","EC","Ecuador",1981,4.917,63.5484146341463,8113200,2688.306366091,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3097","EC","Ecuador",1982,4.773,64.1849756097561,8319351,2395.60196157243,92.27892926,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3098","EC","Ecuador",1983,4.629,64.8221463414634,8528791,2011.12715909601,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3099","EC","Ecuador",1984,4.485,65.4534390243902,8742761,1934.45928388964,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3100","EC","Ecuador",1985,4.342,66.0708292682927,8962049,1913.52385932979,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3101","EC","Ecuador",1986,4.201,66.6697804878049,9186995,1666.93722899186,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3102","EC","Ecuador",1987,4.061,67.2482195121951,9417031,1480.87352396175,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3103","EC","Ecuador",1988,3.925,67.8061463414634,9650906,1352.40013241635,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3104","EC","Ecuador",1989,3.793,68.3415365853659,9886866,1404.97794828506,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3105","EC","Ecuador",1990,3.67,68.8568780487805,10123593,1505.32307060845,95.83324614,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3106","EC","Ecuador",1991,3.557,69.3557317073171,10360630,1639.68643374977,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3107","EC","Ecuador",1992,3.456,69.8420975609756,10598168,1707.26341334414,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3108","EC","Ecuador",1993,3.368,70.3200243902439,10836327,1747.67024620831,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3109","EC","Ecuador",1994,3.292,70.7894878048781,11075454,2050.31815443986,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3110","EC","Ecuador",1995,3.226,71.252,11315800,2159.13854129903,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3111","EC","Ecuador",1996,3.167,71.7094634146342,11557151,2182.70681711551,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3112","EC","Ecuador",1997,3.113,72.1573902439024,11799289,2386.70918925455,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"3113","EC","Ecuador",1998,3.06,72.5912682926829,12042454,2323.55623904694,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
